Time,Uptime,Latency,Downlink,Uplink
2024-03-31 14:31:18,1.0,22.93574905395508,136.361776,2.8896825
2024-03-31 14:31:19,1.0,21.909290313720703,82.149624,2.13844075
2024-03-31 14:31:20,1.0,19.59217834472656,85.243864,1.89568275
2024-03-31 14:31:21,1.0,21.522411346435547,98.334232,2.29530775
2024-03-31 14:31:22,1.0,24.99074935913086,183.039152,3.79337875
2024-03-31 14:31:23,1.0,24.731685638427734,162.271168,3.45925225
2024-03-31 14:31:24,1.0,23.82320022583008,170.651856,3.54792825
2024-03-31 14:31:25,1.0,25.066402435302734,144.626656,3.097653
2024-03-31 14:31:26,1.0,25.130748748779297,152.99464,3.31078225
2024-03-31 14:31:27,1.0,23.80231285095215,150.127168,3.385617
2024-03-31 14:31:28,1.0,24.863000869750977,84.387608,2.392196
2024-03-31 14:31:29,1.0,25.876399993896484,101.133048,2.466645
2024-03-31 14:31:30,1.0,25.756561279296875,113.655592,2.49671825
2024-03-31 14:31:31,1.0,25.170873641967773,95.8702,2.3599335
2024-03-31 14:31:32,1.0,24.6914119720459,121.910368,2.60368975
2024-03-31 14:31:33,1.0,25.350528717041016,89.345128,2.061525625
2024-03-31 14:31:34,1.0,24.899499893188477,15.001373,0.6124355
2024-03-31 14:31:35,1.0,23.951187133789062,0.02860515234375,0.04068475
2024-03-31 14:31:36,1.0,24.977313995361328,0.157932328125,1.321742625
2024-03-31 14:31:37,1.0,24.623939514160156,0.01314494921875,0.029393681640625
2024-03-31 14:31:38,1.0,24.92362403869629,0.021600666015625,0.03653238671875
2024-03-31 14:31:39,1.0,26.377866744995117,0.018379439453125,0.0255684765625
2024-03-31 14:31:40,1.0,25.24587059020996,0.0205353125,0.0454578671875
2024-03-31 14:31:41,1.0,25.666332244873047,0.019755171875,0.03420035546875
2024-03-31 14:31:42,1.0,26.80846405029297,0.0830304453125,0.05138861328125
2024-03-31 14:31:43,1.0,24.292938232421875,0.100453578125,0.1013679375
2024-03-31 14:31:44,1.0,22.107650756835938,0.084221625,0.0657834609375
